,CANCELED,DONE,FAILED,NEW,PMGR_ACTIVE,PMGR_ACTIVE_PENDING,PMGR_LAUNCHING,PMGR_LAUNCHING_PENDING,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,ncore,nunit,pid,sid,util_p_boot,util_p_orte,util_p_setup_1,util_p_setup_2,util_p_term,util_p_total,util_p_uexec
0,751.6398000717163,,,8.202100038528442,105.67750000953674,27.262200117111206,8.309000015258789,8.306900024414062,78.41529989242554,645.9623000621796,18.953200101852417,0.0020999908447265625,0.10479998588562012,exp1,sdsc.edu,1536,64,pilot.0000,rp.session.two.jdakka.017783.0009,,1.1374998092651367,0.05720019340515137,1.1393001079559326,,,639.7258999347687
0,700.9106998443604,,,7.9283998012542725,58.611899852752686,26.27810001373291,8.037299871444702,8.033299922943115,32.333799839019775,642.2987999916077,18.240800142288208,0.003999948501586914,0.10490012168884277,exp3,sdsc.edu,1536,64,pilot.0000,rp.session.two.jdakka.017783.0013,,0.3963000774383545,0.05839991569519043,1.1701998710632324,,,636.4530999660492
